conceptUri,preferredLabel,description
http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83,distributed computing,The software process in which computer components interact over a network and send messages to communicate on their actions.
http://data.europa.eu/esco/skill/89a717d5-b30c-4b15-982b-415e54c54edd,perform diving interventions,Perform hyperbaric interventions at a maximum pressure of 4 atmospheres. Prepare and review the personal equipment and the auxiliary material. Perform and supervise the dive. Realise maintenance of the diving equipment and auxiliary material. Apply security measures to ensure the divers' safety when realising deep immersions.
http://data.europa.eu/esco/skill/89d574b8-f0ea-4ae8-9008-f575e37e9f11,implement smart contracts,"Implement smart contracts for various applications, and in the most important smart contract frameworks such as Bitcoin and Ethereum, and in the most suitable programming languages such as Solidity, Rust, JavaScript, Vyper and Yul."
http://data.europa.eu/esco/skill/89db623e-e1fc-4ec2-9a0f-7b72b4c35303,gather experimental data,"Collect data resulting from the application of scientific methods such as test methods, experimental design or measurements."
http://data.europa.eu/esco/skill/89f5ecf0-fb04-46d0-8f2f-aa0a09d8d6aa,apply military aviation regulations,"Apply the procedures and regulations present in military aviation operations and missions, ensuring compliance with policies, safety and security."
http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,computer engineering,"Engineering discipline that combines computer science with electrical engineering to develop computer hardware and software. Computer engineering occupies itself with electronics, software design, and the integration of hardware and software."
http://data.europa.eu/esco/skill/8a0ea479-e98f-4f8d-bf13-edd6bdd4331e,operate testbeds,Operate testbeds which are designed to assist in the process of testing new equipment or engines. Control testbeds to facilitate the testing of engines or machinery under maintenance conditions.
http://data.europa.eu/esco/skill/8a30eb28-eca0-4ab6-8c05-32c47d3e0dd6,BlackArch,The BlackArch Linux distribution is a penetration testing tool which tests security weaknesses of the system for potentially unauthorised access to system information.
http://data.europa.eu/esco/skill/8aa4eb46-b5d7-454a-875d-9c12719007ce,carry out preventative internal medicine interventions,"Recommend to patients, depending on their condition, preventive and therapeutic treatments such as the use of medications, lifestyle changes, modification of addictive behaviours, physical therapies, nutrition or complementary medicine."
http://data.europa.eu/esco/skill/8afe68ff-b261-4fa8-ab25-bb30b0e5c292,motion graphics,"The techniques and software for creating the illusion of motion such as keyframing, Adobe After Effects, and Nuke."
http://data.europa.eu/esco/skill/8b3a2714-b2f9-4e27-84b9-b4624f0d25c1,create puppets,"Construct hand, string, rod and shadow puppets from materials such as wood, papier maché, Styrofoam, wires, metal and rubber, using hand and machine tools."
http://data.europa.eu/esco/skill/8b3aefd2-5021-418f-b069-828fb7abc598,nursing principles,"The ethics, the codes of conduct, the philosophy of nursing, the philosophy of human rights and nursing theories and concepts."
http://data.europa.eu/esco/skill/8b94aa1e-89c9-459d-b3b4-1dfab8dec2df,use software libraries,Utilise collections of codes and software packages which capture frequently used routines to help programmers simplify their work.
http://data.europa.eu/esco/skill/8bbdb795-0deb-478f-91e4-5238867ed8ba,blockchain terminology,"The terms used in blockchain sector which include account, attestation, block, Byzantine fault, coin, consensus, crypto-, decentralized application (DApp), DeFi, digital identity, distributed ledger, encryption, ether, fork, hyperledger, Merkle tree, mining, node, NFT, Proof of Authority, Proof of Stake, Proof of Work, public/private blockchain, trustless, validity proof, 51% attack, etc."
http://data.europa.eu/esco/skill/8bc3c77c-30c3-45e6-bd61-069ba433ecfe,e-learning software infrastructure,The infrastructure properties and specifications required to set up the e-learning environment which provides learning experiences to the audience.
http://data.europa.eu/esco/skill/8c88d336-c249-4537-b26e-d679a85c4b9b,Ajax Framework,The Ajax software development environments which provide specific features and components that support and guide web applications development.
http://data.europa.eu/esco/skill/8cc75c06-23da-421a-95a5-d504441ee356,identify electronic signals,Perform signal identification by analysing collected parameters in different languages and by electromagnetic radiation. These signals mostly originate in defense networks and are emitted from electronic parts such as radars and aircraft.
http://data.europa.eu/esco/skill/8d6a9e62-1e89-49df-8147-680081ce5315,use non-destructive testing equipment,"Use specific non-destructive testing methods and equipment that do not cause any damage to the product, such as X-rays, ultrasonic testing, magnetic particle inspection, industrial CT scanning and others, in order to find defects in and assure quality of a manufactured and a repaired product."
http://data.europa.eu/esco/skill/8d81e661-00de-4bbb-9582-920bce0018c9,manage ethical dilemmas in genetic testing,Deal with ethical limits of what genetic testing can provide in specific clinical situations.
http://data.europa.eu/esco/skill/8dcc1c68-1ebe-412b-b437-cab3c26da509,record data from biomedical tests,"Use information technology to accurately record and analyse data from biomedical tests, writing reports on the data and sharing results with the appropriate persons."
http://data.europa.eu/esco/skill/8deb6cb7-15e3-4fd7-a9eb-644c23de95fa,use shorthand computer program,Employ shorthand computer softwares in order to write and translate shorthands and put them into traditional legible transcripts.
http://data.europa.eu/esco/skill/8e23e474-53c3-4ca2-bccd-13a1cb37edba,manage casino facilities,"Manage opportunities for cost and process efficiencies in relation to the maintenance, cleaning, security, administration and other peripheral functions within the casino."
http://data.europa.eu/esco/skill/8e46491b-7ae4-4add-bb6f-b8854e73c914,maintain automated lighting equipment,"Set up, check and repair automated lighting equipment and maintain its software."
http://data.europa.eu/esco/skill/8e76cd71-fb0c-404b-957a-3044ec12d37c,apply fishing maneuvres,"Run shooting and hauling gear operations for its optimal performance, complying with the regulations for a responsible fish and with the security measures."
http://data.europa.eu/esco/skill/8ed0f653-795d-422b-8856-a55ec250bb88,research welding techniques,"Use a wide network to inform yourself of the various existing techniques used for welding metal pieces, their qualities and applications."
http://data.europa.eu/esco/skill/8ee39fb7-8b46-490e-ae21-6e8b32854dd6,manage dispatch software systems,"Manage dispatch software systems to execute tasks such as work order generation, route planning, and other activities."
